id,date,site,resp_sex,resp_age,resp_race,resp_ethnicity,resp_citizenship,resp_major,resp_pid,resp_nativelang,resp_religion,resp_american,resp_american_pid,resp_american_ideo,exp_sex,exp_race,study_numparticipants,study_exprunafter,study_separated,study_recruit,study_compensation,study_online,study_country,study_usa,filter_iat,iv,dv,original_study,original_study_name,resp_gender,resp_ethnicity_hisp,RACE,RACE_american_indian,RACE_black_american,RACE_brazil,RACE_east_asian,RACE_more_than_one,RACE_nederland,RACE_others,RACE_south_asian,RACE_white,MAJOR,MAJOR_Engineer,MAJOR_Science,MAJOR_Social,MAJOR_others,resp_polideo,_selection_prob,_preferred_treatment
2411191.0,2013-09-05 12:44:01,abington,female,19.0,black or african american,not hispanic or latino,US,Law or legal studies,Neutral (Moderate),english,,5.0,1.0,1.0,male,white,10,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.0,black_american,False,True,False,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.48131424156465696,0
2411192.0,2013-09-05 12:26:02,abington,female,19.0,more than one race - other,hispanic or latino,US,Computer and information sciences,Slightly Conservative,english,,8.0,5.0,7.0,male,white,10,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,0.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,1.0,more_than_one,False,False,False,False,True,False,False,False,False,Engineer,True,False,False,False,2.0,0.48131424156465696,0
2411199.0,2013-09-05 12:36:40,abington,female,24.0,black or african american,not hispanic or latino,US,Health professions or related sciences,Strongly Liberal,english,,10.0,2.0,1.0,male,white,3,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.0,black_american,False,True,False,False,False,False,False,False,False,Science,False,True,False,False,6.0,0.569052797090838,0
2411205.0,2013-09-05 12:40:51,abington,female,18.0,south asian,not hispanic or latino,US,"Engineering, mathematics, physical sciences/technologies",Neutral (Moderate),english,,7.0,3.0,3.0,male,white,10,runalone,barriers,unisubjpool,coursecredit,0.0,USA,1,0.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.0,south_asian,False,False,False,False,False,False,False,True,False,Engineer,True,False,False,False,3.0,0.4637310746408869,0
2411308.0,2013-09-05 13:17:39,abington,male,18.0,black or african american,,US,"Engineering, mathematics, physical sciences/technologies",Neutral (Moderate),english,,11.0,4.0,4.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.16989247311827957,black_american,False,True,False,False,False,False,False,False,False,Engineer,True,False,False,False,3.0,0.19365789419975202,1
2411379.0,2013-09-05 13:07:52,abington,female,22.0,white,not hispanic or latino,US,Law or legal studies,Neutral (Moderate),english,,11.0,1.0,4.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.0,white,False,False,False,False,False,False,False,False,True,Social,False,False,True,False,3.0,0.5341670284526472,0
2411382.0,2013-09-05 13:07:55,abington,female,19.0,white,not hispanic or latino,US,Visual and performing arts,Neutral (Moderate),english,,11.0,4.0,5.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.0,white,False,False,False,False,False,False,False,False,True,others,False,False,False,True,3.0,0.48131424156465696,1
2411385.0,2013-09-05 13:14:41,abington,male,20.0,south asian,not hispanic or latino,IN,"Engineering, mathematics, physical sciences/technologies",Neutral (Moderate),other,,11.0,3.428813559322034,7.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.0,south_asian,False,False,False,False,False,False,False,True,False,Engineer,True,False,False,False,3.0,0.2166479148447882,0
2411395.0,2013-09-05 13:36:15,abington,female,23.0,white,hispanic or latino,US,Law or legal studies,Moderately Conservative,english,,7.0,3.0,5.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,1.0,white,False,False,False,False,False,False,False,False,True,Social,False,False,True,False,1.0,0.5516734783486922,1
2411402.0,2013-09-05 13:21:44,abington,male,26.0,black or african american,hispanic or latino,US,Visual and performing arts,Neutral (Moderate),english,,1.0,4.0,4.0,male,white,9,runalone,nobarriers,unisubjpool,coursecredit,0.0,USA,1,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,1.0,black_american,False,True,False,False,False,False,False,False,False,others,False,False,False,True,3.0,0.2969237162349013,1
2401243.0,2013-08-28 15:23:54,brasilia,male,20.0,brazilwhite,,BR,Communications,Neutral (Moderate),portuguese,,7.0,5.0,6.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.2166479148447882,0
2401246.0,2013-08-28 15:32:16,brasilia,female,22.0,brazilwhite,,BR,Law or legal studies,Slightly Liberal,portuguese,,7.0,5.0,6.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,4.0,0.5341670284526472,1
2401259.0,2013-08-28 15:21:40,brasilia,female,20.0,brazilwhite,,BR,Law or legal studies,Moderately Conservative,portuguese,,2.0,1.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,1.0,0.49894381153638084,1
2401260.0,2013-08-28 15:30:02,brasilia,female,21.0,brazilwhite,,BR,Law or legal studies,Neutral (Moderate),portuguese,,7.0,5.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.5165760080327509,0
2401305.0,2013-08-28 15:58:11,brasilia,female,18.0,brazilblack,,BR,Law or legal studies,Moderately Liberal,portuguese,,5.0,4.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,5.0,0.4637310746408869,0
2401312.0,2013-08-28 15:55:50,brasilia,male,19.0,brazilblack,,BR,Visual and performing arts,Moderately Conservative,portuguese,,7.0,5.0,6.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,others,False,False,False,True,1.0,0.20491368620624903,0
2401316.0,2013-08-28 15:56:51,brasilia,female,17.0,brazilbrown,,BR,Law or legal studies,Neutral (Moderate),portuguese,,9.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.4462376275276464,1
2401322.0,2013-08-28 16:01:47,brasilia,female,20.0,brazilyellow,,BR,Business,Neutral (Moderate),portuguese,,4.0,3.0,3.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,others,False,False,False,True,3.0,0.49894381153638084,1
2401325.0,2013-08-28 16:00:00,brasilia,female,20.0,brazilblack,,BR,Law or legal studies,Neutral (Moderate),portuguese,,9.0,1.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.49894381153638084,1
2401335.0,2013-08-28 15:56:51,brasilia,male,32.0,brazilbrown,,BR,Law or legal studies,Slightly Conservative,portuguese,,11.0,1.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,2.0,0.3920575587210675,1
2401336.0,2013-08-28 15:57:57,brasilia,female,19.0,brazilwhite,,BR,Law or legal studies,Slightly Conservative,portuguese,,8.0,6.0,6.0,male,brazilblack,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,2.0,0.48131424156465696,0
2401341.0,2013-08-28 15:58:23,brasilia,female,19.0,brazilwhite,,BR,Law or legal studies,Neutral (Moderate),portuguese,,8.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.48131424156465696,0
2401343.0,2013-08-28 15:57:27,brasilia,male,21.0,brazilblack,,BR,Law or legal studies,Slightly Liberal,portuguese,,2.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,4.0,0.2288606781185054,0
2401371.0,2013-08-28 16:37:26,brasilia,male,20.0,brazilwhite,,BR,Law or legal studies,Slightly Conservative,portuguese,,6.0,6.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,2.0,0.2166479148447882,1
2401389.0,2013-08-28 16:33:25,brasilia,male,18.0,brazilwhite,,BR,Law or legal studies,Moderately Liberal,portuguese,,6.0,2.0,6.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,5.0,0.19365789419975202,1
2401390.0,2013-08-28 16:40:36,brasilia,female,17.0,brazilbrown,,BR,Law or legal studies,Neutral (Moderate),portuguese,,5.0,1.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.4462376275276464,0
2401391.0,2013-08-28 16:35:04,brasilia,male,21.0,brazilwhite,,BR,Law or legal studies,Neutral (Moderate),portuguese,,5.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.2288606781185054,1
2401393.0,2013-08-28 16:29:29,brasilia,female,17.0,nan,,BR,Law or legal studies,Slightly Liberal,portuguese,,5.3789808917197455,4.0,5.150931278098908,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,others,False,False,False,False,False,False,True,False,False,Social,False,False,True,False,4.0,0.4462376275276464,1
2401398.0,2013-08-28 16:36:04,brasilia,male,19.0,brazilwhite,,BR,Business,Neutral (Moderate),portuguese,,8.0,5.0,5.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,others,False,False,False,True,3.0,0.20491368620624903,0
2401399.0,2013-08-28 16:31:43,brasilia,male,18.0,brazilwhite,,BR,Law or legal studies,Neutral (Moderate),portuguese,,7.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,3.0,0.19365789419975202,0
2401400.0,2013-08-28 16:36:34,brasilia,female,23.0,brazilbrown,,BR,Law or legal studies,Moderately Liberal,portuguese,,2.0,6.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,1.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,5.0,0.5516734783486922,1
2401417.0,2013-08-28 16:31:19,brasilia,female,19.0,brazilbrown,,BR,Law or legal studies,Moderately Liberal,portuguese,,2.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Social,False,False,True,False,5.0,0.48131424156465696,0
2401462.0,2013-08-28 17:06:15,brasilia,male,19.0,brazilwhite,,BR,"Humanities (English, history, languages, philosophy, religion, etc.)",Moderately Liberal,portuguese,,6.0,4.0,7.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,2.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",0.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,others,False,False,False,True,5.0,0.20491368620624903,0
2401463.0,2013-08-28 17:08:05,brasilia,female,19.0,brazilwhite,,BR,Health professions or related sciences,Slightly Liberal,portuguese,,7.0,4.0,4.0,male,brazilwhite,20,runalone,nobarriers,unisubjpool,other,0.0,Brazil,0,1.0,0.0,1.0,gainloss,"Gain vs loss framing (Tversky & Kahneman, 1981)",1.0,0.12809408839745573,brazil,False,False,True,False,False,False,False,False,False,Science,False,True,False,False,4.0,0.48131424156465696,0
